horas_estudio,asistencia,participacion_parental,acceso_a_recursos,actividades_extracurriculares,horas_suenio,calificaciones_previas,nivel_motivacion,acceso_internet,sesiones_tutoria,ingreso_familiar,calidad_profesorado,tipo_escuela,influencia_companieros,actividad_fisica,discapacidad_aprendizaje,nivel_estudio_padres,distancia,genero,puntaje_examen
21,79,medio,bajo,si,8,95,elevado,si,0,medio,bajo,publico,neutral,2,no,posgrado,cercano,mujer,69
21,73,medio,bajo,no,6,99,medio,no,1,bajo,medio,publico,neutral,5,no,preparatoria,cercano,hombre,65
25,87,medio,bajo,no,8,94,elevado,si,0,medio,elevado,publico,positivo,4,no,preparatoria,cercano,hombre,71
26,94,bajo,medio,no,8,56,bajo,si,1,elevado,medio,publico,negativo,2,no,universidad,cercano,mujer,69
14,74,elevado,medio,si,7,72,elevado,no,2,medio,bajo,privado,negativo,3,no,universidad,cercano,hombre,65
25,77,bajo,medio,si,7,54,medio,si,2,medio,bajo,publico,neutral,1,no,universidad,moderado,hombre,66
13,99,medio,bajo,si,10,77,bajo,si,0,medio,elevado,privado,negativo,3,no,universidad,moderado,mujer,68
24,91,elevado,elevado,si,7,76,medio,si,0,medio,bajo,privado,positivo,2,no,preparatoria,moderado,mujer,72
24,96,elevado,elevado,si,7,96,medio,si,1,medio,bajo,publico,negativo,3,no,preparatoria,cercano,mujer,74
9,78,medio,bajo,no,7,98,bajo,si,3,bajo,medio,publico,positivo,2,no,preparatoria,cercano,hombre,64
21,69,elevado,bajo,si,7,63,medio,si,0,medio,bajo,publico,positivo,3,no,preparatoria,moderado,hombre,64
17,76,medio,bajo,si,8,79,bajo,no,1,bajo,medio,publico,neutral,4,si,posgrado,lejano,mujer,63
15,89,elevado,bajo,no,9,73,elevado,si,2,bajo,bajo,privado,neutral,2,no,preparatoria,cercano,hombre,66
28,64,medio,bajo,si,7,77,medio,si,1,elevado,medio,publico,positivo,2,no,preparatoria,cercano,hombre,67
16,71,elevado,bajo,si,6,77,bajo,si,4,medio,bajo,publico,neutral,5,si,universidad,moderado,hombre,64
15,62,bajo,elevado,no,10,96,bajo,si,0,medio,elevado,privado,positivo,4,no,preparatoria,lejano,hombre,62
20,77,medio,bajo,si,7,95,elevado,si,0,medio,,publico,positivo,1,no,preparatoria,lejano,hombre,66
24,93,medio,elevado,no,4,56,bajo,si,4,bajo,elevado,publico,negativo,2,no,posgrado,moderado,mujer,71
19,61,elevado,bajo,si,10,67,bajo,no,1,medio,bajo,publico,positivo,6,no,posgrado,cercano,mujer,63
27,87,elevado,medio,si,9,88,medio,si,1,bajo,elevado,publico,positivo,4,si,universidad,cercano,hombre,72
23,97,medio,elevado,no,9,84,bajo,si,1,elevado,medio,publico,positivo,3,si,preparatoria,lejano,mujer,71
7,69,bajo,medio,no,9,82,bajo,si,1,medio,elevado,privado,positivo,3,no,posgrado,cercano,mujer,61
17,88,medio,elevado,si,10,100,medio,si,1,bajo,elevado,publico,positivo,2,no,posgrado,cercano,mujer,71
17,99,medio,bajo,no,5,67,bajo,si,2,medio,bajo,privado,neutral,4,no,posgrado,lejano,hombre,69
23,98,medio,elevado,si,6,76,bajo,si,3,bajo,elevado,publico,positivo,3,no,,cercano,hombre,74
4,69,medio,elevado,si,6,99,medio,si,0,medio,elevado,publico,neutral,2,no,preparatoria,moderado,hombre,61
35,64,medio,bajo,no,6,85,elevado,si,2,medio,elevado,privado,neutral,2,no,preparatoria,moderado,hombre,68
23,66,medio,elevado,si,7,82,elevado,si,1,medio,bajo,publico,positivo,2,no,preparatoria,cercano,hombre,67
21,88,elevado,bajo,no,6,58,medio,si,3,elevado,medio,privado,neutral,4,no,universidad,cercano,hombre,70
27,89,medio,bajo,no,5,62,medio,si,0,bajo,medio,publico,neutral,3,no,preparatoria,cercano,hombre,69
34,87,medio,bajo,no,6,69,elevado,si,3,bajo,medio,privado,neutral,2,no,universidad,moderado,hombre,72
25,73,medio,bajo,si,7,73,medio,si,1,medio,bajo,publico,positivo,2,no,preparatoria,cercano,hombre,66
26,67,medio,bajo,no,9,75,medio,si,2,medio,bajo,publico,positivo,3,no,preparatoria,cercano,hombre,67
21,83,medio,bajo,no,6,95,elevado,si,4,elevado,elevado,publico,neutral,2,no,preparatoria,lejano,mujer,70
19,79,medio,elevado,si,8,55,medio,si,3,medio,bajo,privado,neutral,4,si,posgrado,cercano,hombre,68
17,89,bajo,medio,si,5,62,elevado,si,2,medio,bajo,privado,positivo,2,no,universidad,cercano,mujer,68
15,78,medio,elevado,no,4,57,elevado,si,2,medio,elevado,publico,negativo,2,no,preparatoria,cercano,mujer,65
16,74,medio,bajo,si,7,87,medio,si,0,bajo,bajo,publico,positivo,3,no,universidad,cercano,mujer,63
12,72,bajo,bajo,si,6,99,elevado,si,0,bajo,medio,publico,positivo,4,no,universidad,lejano,mujer,62
20,68,medio,elevado,si,6,95,medio,si,0,bajo,medio,publico,positivo,4,no,preparatoria,cercano,mujer,66
10,71,medio,elevado,si,6,86,medio,si,1,medio,bajo,publico,negativo,2,si,posgrado,cercano,hombre,62
21,64,bajo,elevado,si,6,51,bajo,si,0,elevado,bajo,publico,negativo,3,no,universidad,moderado,mujer,61
20,74,bajo,medio,si,6,67,elevado,si,0,medio,bajo,privado,negativo,4,si,universidad,moderado,mujer,63
21,61,medio,bajo,si,6,93,bajo,si,3,medio,elevado,privado,neutral,3,no,,cercano,mujer,65
17,67,elevado,bajo,no,5,83,elevado,si,3,bajo,medio,publico,positivo,3,no,preparatoria,moderado,hombre,64
38,90,elevado,medio,si,4,60,bajo,si,2,bajo,medio,publico,neutral,4,no,universidad,moderado,hombre,74
28,73,bajo,medio,si,4,73,medio,si,2,elevado,elevado,publico,positivo,2,no,posgrado,cercano,mujer,70
13,87,bajo,medio,no,10,54,bajo,si,2,bajo,medio,publico,positivo,2,no,,moderado,mujer,63
21,89,bajo,medio,no,7,76,medio,si,3,elevado,medio,publico,positivo,2,no,preparatoria,lejano,mujer,68
16,83,medio,elevado,si,9,95,medio,si,2,bajo,elevado,publico,neutral,2,no,universidad,cercano,hombre,69
14,98,medio,elevado,si,7,52,elevado,si,1,medio,elevado,privado,negativo,4,no,,moderado,hombre,70
12,61,medio,bajo,si,7,81,medio,si,2,elevado,medio,publico,neutral,3,no,universidad,lejano,hombre,62
23,90,elevado,medio,si,7,62,medio,si,3,medio,bajo,privado,positivo,2,no,posgrado,moderado,hombre,71
16,98,medio,bajo,no,8,100,bajo,si,2,bajo,medio,publico,neutral,1,no,,cercano,hombre,69
26,94,elevado,bajo,si,5,53,bajo,si,0,bajo,elevado,publico,neutral,2,no,preparatoria,cercano,hombre,69
26,67,bajo,elevado,si,6,81,elevado,si,4,bajo,elevado,publico,neutral,3,si,universidad,cercano,hombre,68
28,73,bajo,medio,si,7,63,bajo,si,0,bajo,medio,publico,positivo,2,no,preparatoria,cercano,hombre,65
15,67,medio,elevado,si,4,94,elevado,si,1,medio,bajo,privado,positivo,5,no,preparatoria,lejano,hombre,65
23,84,bajo,bajo,si,9,56,bajo,no,1,medio,elevado,publico,positivo,4,no,preparatoria,cercano,mujer,65
24,88,elevado,elevado,no,9,71,medio,si,2,elevado,elevado,publico,negativo,3,no,preparatoria,cercano,mujer,72
17,73,medio,bajo,no,4,59,elevado,si,2,bajo,elevado,privado,negativo,4,no,preparatoria,moderado,mujer,63
15,82,medio,elevado,si,6,90,elevado,no,2,elevado,medio,publico,positivo,2,no,preparatoria,cercano,hombre,68
30,88,medio,bajo,si,7,68,bajo,si,1,medio,elevado,publico,positivo,3,no,universidad,cercano,mujer,72
21,77,medio,bajo,si,8,59,medio,si,3,bajo,medio,privado,positivo,2,no,preparatoria,cercano,hombre,66
24,94,bajo,medio,no,9,86,elevado,si,2,bajo,medio,publico,neutral,3,no,universidad,cercano,mujer,71
15,91,medio,bajo,si,6,91,bajo,si,0,medio,bajo,publico,positivo,3,no,universidad,moderado,mujer,67
13,63,medio,bajo,no,10,73,bajo,si,2,bajo,elevado,publico,negativo,3,no,posgrado,moderado,hombre,61
17,85,elevado,elevado,si,7,69,medio,si,4,bajo,elevado,privado,neutral,2,no,preparatoria,cercano,mujer,70
19,69,medio,bajo,si,7,82,bajo,no,2,bajo,,publico,neutral,3,no,universidad,cercano,hombre,64
14,82,medio,bajo,si,8,83,medio,si,0,medio,bajo,publico,negativo,2,no,preparatoria,moderado,hombre,64
20,98,bajo,elevado,si,7,83,medio,no,0,bajo,medio,publico,neutral,3,no,preparatoria,lejano,mujer,68
10,95,elevado,medio,no,7,64,elevado,si,4,bajo,medio,privado,positivo,3,no,posgrado,cercano,hombre,70
13,76,bajo,medio,si,10,97,elevado,si,4,bajo,bajo,publico,neutral,3,no,universidad,moderado,hombre,65
24,72,elevado,elevado,no,7,61,medio,si,3,bajo,medio,privado,neutral,2,no,preparatoria,cercano,mujer,67
24,69,medio,bajo,si,6,69,medio,si,0,bajo,elevado,privado,neutral,4,no,universidad,cercano,hombre,65
18,81,bajo,medio,si,6,64,medio,si,1,medio,bajo,publico,positivo,4,no,preparatoria,moderado,mujer,65
14,65,medio,elevado,si,9,97,bajo,si,3,bajo,elevado,publico,positivo,4,no,preparatoria,cercano,mujer,65
14,82,elevado,bajo,si,8,91,elevado,si,1,bajo,medio,publico,negativo,2,no,preparatoria,cercano,hombre,66
18,60,medio,elevado,no,5,91,bajo,si,2,bajo,medio,publico,negativo,4,si,preparatoria,cercano,hombre,62
24,73,medio,bajo,si,5,50,bajo,si,1,bajo,medio,publico,negativo,2,no,preparatoria,cercano,hombre,63
26,69,bajo,bajo,si,7,84,medio,si,0,medio,bajo,privado,neutral,3,si,preparatoria,moderado,hombre,63
17,99,medio,bajo,si,8,62,medio,si,3,medio,bajo,privado,neutral,3,no,preparatoria,cercano,hombre,70
13,89,bajo,elevado,si,6,98,medio,si,0,medio,bajo,privado,negativo,4,no,preparatoria,cercano,hombre,67
22,74,elevado,elevado,no,4,77,bajo,si,0,elevado,medio,privado,negativo,3,si,preparatoria,cercano,hombre,66
15,64,elevado,medio,no,5,78,medio,si,2,bajo,medio,publico,positivo,2,no,preparatoria,moderado,hombre,63
17,81,elevado,bajo,si,9,68,elevado,si,1,bajo,bajo,privado,positivo,3,no,universidad,cercano,mujer,66
28,69,bajo,medio,no,8,77,medio,si,3,medio,bajo,publico,neutral,4,no,universidad,moderado,mujer,67
25,81,medio,bajo,no,9,87,bajo,si,1,bajo,elevado,privado,negativo,1,no,posgrado,moderado,mujer,68
21,93,bajo,elevado,si,9,78,bajo,si,1,medio,bajo,publico,neutral,2,si,preparatoria,lejano,hombre,67
12,85,medio,elevado,si,6,82,medio,si,1,elevado,medio,publico,neutral,2,no,preparatoria,lejano,hombre,66
21,85,elevado,elevado,si,6,74,medio,si,2,medio,bajo,publico,neutral,4,no,preparatoria,cercano,mujer,71
26,82,medio,bajo,si,7,86,medio,si,0,bajo,elevado,publico,neutral,2,si,posgrado,cercano,hombre,69
18,97,elevado,bajo,si,8,95,elevado,si,1,medio,bajo,publico,positivo,2,no,posgrado,moderado,hombre,72
28,97,elevado,bajo,si,9,53,bajo,si,0,bajo,medio,privado,negativo,3,no,universidad,moderado,mujer,70
28,81,medio,bajo,si,10,55,medio,si,2,medio,bajo,privado,neutral,3,no,preparatoria,cercano,hombre,68
30,72,medio,bajo,no,8,84,medio,si,1,bajo,elevado,privado,positivo,1,no,preparatoria,cercano,hombre,68
22,78,bajo,elevado,si,8,69,elevado,si,2,bajo,medio,publico,negativo,2,no,preparatoria,cercano,mujer,67
24,67,medio,bajo,no,10,64,bajo,si,1,bajo,medio,publico,positivo,2,si,universidad,lejano,mujer,62
28,85,medio,bajo,no,7,59,bajo,si,1,bajo,medio,publico,neutral,3,no,posgrado,lejano,hombre,67
23,80,elevado,medio,no,9,79,medio,si,1,medio,elevado,publico,negativo,2,no,posgrado,cercano,hombre,69
17,64,medio,elevado,si,8,67,medio,si,3,bajo,medio,publico,negativo,3,no,universidad,cercano,hombre,64
17,68,medio,elevado,si,8,75,medio,si,2,bajo,elevado,privado,positivo,3,no,universidad,cercano,mujer,66
21,79,elevado,bajo,si,7,98,elevado,si,2,bajo,medio,publico,positivo,1,no,preparatoria,cercano,hombre,69
12,96,elevado,elevado,no,5,88,elevado,si,0,medio,bajo,privado,positivo,2,no,universidad,moderado,mujer,70
19,83,elevado,medio,no,8,90,bajo,si,3,bajo,medio,publico,positivo,3,no,universidad,moderado,mujer,69
27,87,medio,bajo,si,8,56,medio,si,3,medio,elevado,publico,neutral,3,no,posgrado,cercano,hombre,72
7,74,medio,bajo,si,6,66,bajo,si,1,bajo,elevado,privado,positivo,2,no,preparatoria,cercano,mujer,61
29,83,medio,bajo,no,7,55,elevado,si,2,bajo,bajo,privado,negativo,4,no,preparatoria,cercano,mujer,68
27,78,medio,bajo,no,6,98,bajo,si,1,medio,bajo,publico,positivo,3,no,preparatoria,lejano,hombre,68
17,86,bajo,medio,no,6,84,elevado,si,0,medio,bajo,privado,neutral,3,no,preparatoria,cercano,mujer,66
23,62,medio,bajo,no,6,51,medio,si,5,elevado,medio,publico,negativo,2,no,universidad,cercano,hombre,65
20,80,elevado,bajo,si,5,74,medio,si,2,bajo,bajo,publico,negativo,4,no,universidad,moderado,mujer,66
27,72,medio,bajo,no,6,63,medio,si,1,elevado,medio,privado,negativo,5,no,universidad,moderado,mujer,67
26,73,medio,elevado,no,8,77,medio,si,0,medio,elevado,privado,positivo,2,no,universidad,lejano,hombre,68
12,98,bajo,medio,no,9,59,bajo,si,1,elevado,medio,publico,neutral,2,no,posgrado,cercano,mujer,67
24,67,bajo,medio,si,10,53,medio,si,0,medio,bajo,publico,positivo,3,si,universidad,cercano,mujer,63
19,72,medio,bajo,no,6,66,medio,si,0,medio,elevado,privado,neutral,2,no,posgrado,cercano,hombre,64
20,80,medio,bajo,no,9,65,elevado,si,1,medio,bajo,privado,positivo,3,no,universidad,lejano,hombre,66
16,95,elevado,medio,si,8,86,medio,si,0,bajo,bajo,publico,positivo,4,no,preparatoria,moderado,hombre,69
30,77,medio,bajo,si,7,74,medio,si,3,elevado,medio,privado,neutral,3,no,posgrado,moderado,hombre,70
26,90,medio,bajo,no,8,65,elevado,si,3,medio,elevado,privado,positivo,2,no,preparatoria,cercano,mujer,72
16,94,medio,elevado,no,9,79,elevado,si,2,elevado,,publico,positivo,5,no,preparatoria,moderado,mujer,71
12,72,medio,bajo,si,6,54,bajo,si,3,bajo,medio,publico,positivo,2,no,posgrado,cercano,hombre,63
18,76,elevado,elevado,no,6,83,medio,si,1,elevado,medio,publico,neutral,4,no,preparatoria,cercano,hombre,68
23,74,medio,elevado,si,6,57,bajo,no,1,elevado,elevado,privado,neutral,3,no,universidad,cercano,hombre,67
21,93,medio,bajo,no,6,64,medio,si,2,bajo,medio,publico,positivo,4,no,posgrado,moderado,hombre,69
28,62,medio,bajo,no,9,64,elevado,si,1,bajo,medio,privado,negativo,2,no,posgrado,cercano,hombre,65
25,72,elevado,bajo,si,6,73,elevado,si,4,medio,elevado,publico,neutral,4,no,universidad,moderado,hombre,69
26,87,medio,bajo,no,6,98,elevado,si,0,medio,elevado,publico,negativo,4,no,universidad,moderado,hombre,71
22,83,medio,bajo,si,7,66,medio,si,2,medio,bajo,privado,neutral,3,no,preparatoria,cercano,mujer,67
12,77,bajo,medio,no,7,64,bajo,si,2,elevado,elevado,publico,positivo,4,no,universidad,moderado,mujer,64
19,82,elevado,medio,si,6,58,bajo,si,2,medio,elevado,privado,positivo,3,no,universidad,cercano,mujer,68
26,68,elevado,bajo,si,10,70,medio,si,1,bajo,medio,publico,positivo,3,no,universidad,cercano,hombre,67
20,77,bajo,bajo,no,6,59,bajo,si,1,elevado,medio,publico,negativo,2,no,preparatoria,moderado,mujer,62
23,80,elevado,medio,no,7,57,bajo,si,2,medio,elevado,publico,negativo,2,no,posgrado,moderado,mujer,68
18,96,medio,bajo,si,4,93,medio,si,0,medio,elevado,publico,positivo,4,no,universidad,cercano,mujer,72
14,70,medio,elevado,si,7,53,bajo,si,0,medio,bajo,publico,negativo,3,no,preparatoria,moderado,hombre,61
19,95,bajo,bajo,si,5,86,medio,si,0,elevado,medio,publico,negativo,4,no,preparatoria,moderado,hombre,67
22,86,elevado,medio,no,6,60,elevado,si,0,elevado,elevado,publico,neutral,3,no,posgrado,cercano,hombre,70
16,61,bajo,medio,si,4,51,bajo,si,1,bajo,medio,publico,neutral,3,no,preparatoria,cercano,hombre,59
19,89,elevado,medio,si,6,90,elevado,si,0,bajo,elevado,privado,negativo,4,no,universidad,moderado,mujer,70
14,61,bajo,medio,no,7,85,elevado,si,1,bajo,medio,publico,neutral,1,no,preparatoria,cercano,mujer,60
27,100,elevado,medio,no,7,67,medio,si,1,elevado,elevado,publico,neutral,3,no,universidad,moderado,hombre,74
18,95,bajo,elevado,si,6,54,elevado,si,0,medio,elevado,privado,negativo,3,no,universidad,moderado,hombre,68
29,72,medio,bajo,no,7,68,bajo,si,0,bajo,medio,publico,positivo,3,no,universidad,cercano,mujer,67
29,70,medio,bajo,no,6,59,elevado,si,2,medio,bajo,privado,neutral,4,no,posgrado,lejano,hombre,67
20,75,bajo,medio,si,7,97,elevado,si,0,medio,bajo,publico,neutral,2,no,universidad,,mujer,66
14,74,medio,bajo,no,7,76,elevado,si,1,bajo,elevado,publico,neutral,2,no,preparatoria,lejano,mujer,63
7,75,medio,bajo,no,7,98,bajo,no,1,bajo,elevado,publico,positivo,3,no,universidad,cercano,hombre,62
11,73,elevado,bajo,si,7,68,elevado,si,3,bajo,elevado,privado,neutral,3,no,universidad,moderado,mujer,64
12,85,medio,bajo,si,6,78,elevado,si,3,medio,bajo,publico,neutral,4,no,universidad,cercano,hombre,68
28,67,medio,bajo,no,8,60,elevado,si,0,medio,bajo,publico,positivo,3,no,preparatoria,moderado,mujer,65
21,94,medio,bajo,si,8,90,bajo,si,1,medio,bajo,publico,positivo,4,no,posgrado,cercano,mujer,71
22,92,medio,bajo,si,7,52,bajo,no,1,medio,bajo,privado,negativo,3,no,posgrado,cercano,mujer,68
7,79,bajo,elevado,si,9,85,medio,si,0,medio,bajo,publico,negativo,2,no,preparatoria,cercano,hombre,62
13,94,elevado,elevado,si,7,70,medio,si,1,medio,bajo,privado,negativo,3,no,preparatoria,moderado,hombre,68
25,70,medio,bajo,si,7,79,bajo,si,3,elevado,medio,publico,neutral,3,no,preparatoria,cercano,hombre,68
22,61,elevado,medio,si,7,80,elevado,si,3,medio,elevado,publico,neutral,3,no,posgrado,moderado,hombre,67
19,85,medio,bajo,si,7,86,medio,si,0,bajo,medio,publico,positivo,2,no,universidad,moderado,mujer,67
23,78,elevado,elevado,si,6,60,medio,si,2,elevado,elevado,publico,positivo,4,no,preparatoria,lejano,hombre,70
30,83,bajo,medio,si,4,77,medio,si,0,bajo,medio,publico,neutral,4,no,preparatoria,cercano,mujer,69
19,96,bajo,medio,no,7,71,medio,si,2,bajo,elevado,privado,positivo,3,no,posgrado,moderado,hombre,70
20,99,medio,bajo,no,8,64,bajo,si,1,elevado,medio,publico,positivo,2,no,preparatoria,cercano,hombre,69
21,85,elevado,medio,si,5,75,bajo,si,1,elevado,elevado,publico,positivo,2,no,preparatoria,moderado,mujer,70
34,91,medio,bajo,no,9,98,medio,si,0,medio,bajo,publico,neutral,4,no,,moderado,hombre,72
7,63,bajo,medio,no,5,97,medio,si,1,bajo,medio,publico,neutral,2,no,preparatoria,cercano,mujer,59
24,66,medio,bajo,no,6,64,medio,no,0,medio,elevado,publico,neutral,4,no,preparatoria,cercano,hombre,64
19,89,elevado,elevado,si,10,94,medio,si,0,elevado,medio,privado,neutral,1,no,universidad,cercano,mujer,72
23,77,bajo,elevado,si,8,94,medio,si,0,elevado,medio,privado,positivo,3,no,posgrado,cercano,hombre,70
16,78,bajo,elevado,no,7,62,medio,si,0,elevado,elevado,publico,negativo,1,no,preparatoria,lejano,mujer,63
20,72,elevado,medio,si,7,80,medio,si,1,bajo,elevado,privado,negativo,3,no,universidad,cercano,hombre,66
24,84,elevado,elevado,no,9,93,medio,si,3,elevado,medio,publico,neutral,4,no,preparatoria,lejano,hombre,72
39,67,elevado,elevado,si,5,76,medio,no,2,medio,bajo,privado,negativo,4,no,,cercano,mujer,71
25,85,elevado,elevado,no,9,68,medio,si,1,elevado,medio,publico,negativo,3,no,posgrado,lejano,mujer,71
15,67,bajo,medio,si,6,83,bajo,si,3,medio,bajo,publico,positivo,3,no,preparatoria,moderado,hombre,62
17,63,medio,bajo,si,8,59,medio,si,1,bajo,elevado,publico,positivo,1,no,posgrado,moderado,hombre,62
17,73,medio,bajo,no,6,58,medio,si,4,medio,bajo,publico,positivo,1,no,universidad,cercano,hombre,64
9,69,elevado,elevado,si,10,92,medio,si,2,bajo,medio,privado,neutral,3,no,posgrado,cercano,hombre,65
18,96,elevado,bajo,si,7,52,bajo,si,1,bajo,medio,privado,neutral,4,no,universidad,cercano,mujer,68
24,62,elevado,medio,si,5,90,bajo,si,0,elevado,medio,privado,positivo,3,no,universidad,cercano,hombre,67
12,67,medio,bajo,si,8,65,bajo,si,1,elevado,medio,publico,neutral,3,no,preparatoria,moderado,hombre,61
26,82,bajo,bajo,si,9,74,elevado,si,2,medio,bajo,publico,negativo,5,no,preparatoria,moderado,mujer,68
23,79,medio,elevado,no,9,77,medio,si,1,bajo,elevado,publico,neutral,3,no,preparatoria,cercano,hombre,68
16,62,medio,bajo,no,7,88,medio,si,1,bajo,elevado,publico,neutral,1,no,preparatoria,cercano,mujer,62
19,60,medio,bajo,no,8,94,elevado,si,1,bajo,bajo,privado,neutral,3,no,preparatoria,cercano,mujer,62
30,100,elevado,elevado,si,6,90,bajo,si,0,medio,bajo,publico,positivo,2,si,preparatoria,cercano,hombre,74
24,86,medio,bajo,si,8,79,medio,no,0,bajo,medio,publico,neutral,4,no,preparatoria,cercano,mujer,68
20,75,bajo,elevado,no,8,67,medio,si,1,elevado,bajo,publico,positivo,4,no,universidad,moderado,hombre,66
19,79,medio,bajo,no,4,76,elevado,si,1,medio,bajo,privado,neutral,3,no,,cercano,hombre,67
20,71,elevado,medio,no,5,52,elevado,si,1,medio,elevado,publico,neutral,3,no,preparatoria,moderado,hombre,65
17,74,medio,bajo,si,7,62,medio,si,2,elevado,medio,publico,positivo,4,no,preparatoria,cercano,hombre,66
7,86,elevado,medio,no,7,68,medio,si,5,bajo,medio,publico,positivo,4,no,posgrado,moderado,hombre,67
32,95,medio,bajo,si,7,66,elevado,si,5,elevado,medio,privado,negativo,3,no,universidad,cercano,hombre,76
21,67,bajo,elevado,si,7,55,elevado,si,2,elevado,elevado,privado,positivo,3,no,preparatoria,moderado,mujer,66
22,94,bajo,bajo,no,9,53,elevado,si,1,medio,elevado,publico,neutral,3,no,universidad,cercano,mujer,68
20,65,elevado,medio,si,8,71,bajo,si,2,bajo,medio,privado,neutral,3,si,universidad,cercano,mujer,63
16,69,medio,elevado,si,4,54,medio,si,4,bajo,bajo,publico,positivo,4,no,universidad,cercano,mujer,65
19,61,elevado,medio,no,10,64,medio,si,3,bajo,medio,publico,positivo,3,no,preparatoria,moderado,hombre,63
10,66,medio,bajo,no,4,74,bajo,si,2,bajo,medio,publico,negativo,2,no,preparatoria,moderado,hombre,59
34,97,medio,bajo,no,8,60,medio,si,2,medio,bajo,privado,neutral,4,no,preparatoria,cercano,hombre,74
13,78,medio,bajo,si,5,54,bajo,si,2,bajo,elevado,publico,positivo,3,si,universidad,cercano,hombre,62
14,63,bajo,bajo,si,9,72,medio,si,3,bajo,bajo,publico,positivo,4,si,preparatoria,cercano,mujer,59
17,98,medio,elevado,si,7,72,elevado,si,0,bajo,medio,publico,positivo,3,no,preparatoria,cercano,hombre,71
28,95,medio,bajo,no,8,96,medio,si,1,medio,bajo,publico,neutral,3,no,posgrado,moderado,hombre,73
20,90,elevado,medio,si,4,56,medio,si,0,bajo,elevado,privado,positivo,1,no,preparatoria,moderado,hombre,68
13,97,medio,bajo,si,8,81,medio,si,3,bajo,medio,publico,neutral,1,no,preparatoria,lejano,hombre,68
28,69,medio,bajo,si,8,66,medio,si,0,bajo,medio,publico,positivo,6,no,universidad,lejano,hombre,66
24,93,bajo,elevado,si,8,56,medio,si,1,bajo,medio,publico,neutral,3,no,universidad,moderado,hombre,69
23,88,medio,bajo,no,8,70,medio,si,2,medio,elevado,publico,neutral,4,no,preparatoria,cercano,mujer,70
24,95,medio,elevado,si,7,71,elevado,si,1,medio,elevado,publico,positivo,3,no,preparatoria,cercano,hombre,74
34,92,elevado,medio,no,7,68,bajo,si,0,medio,elevado,publico,positivo,5,no,universidad,cercano,mujer,75
33,74,medio,bajo,si,6,88,medio,si,2,medio,bajo,privado,neutral,3,no,universidad,cercano,hombre,71
16,91,elevado,elevado,si,6,92,bajo,si,2,bajo,elevado,privado,positivo,3,no,preparatoria,moderado,hombre,71
30,70,medio,bajo,no,9,57,medio,si,1,bajo,medio,publico,negativo,4,no,universidad,lejano,mujer,65
22,73,bajo,medio,no,6,58,elevado,si,1,medio,bajo,privado,positivo,3,no,posgrado,moderado,hombre,65
23,64,medio,elevado,no,4,71,bajo,si,2,medio,bajo,publico,negativo,1,no,posgrado,cercano,hombre,65
10,97,medio,bajo,no,6,66,medio,si,2,bajo,medio,publico,neutral,2,no,posgrado,cercano,mujer,67
19,72,medio,bajo,si,8,91,elevado,si,1,bajo,medio,privado,positivo,4,no,,moderado,hombre,67
15,81,medio,bajo,si,7,100,medio,si,1,bajo,medio,publico,neutral,3,no,posgrado,moderado,hombre,67
25,76,elevado,elevado,si,8,59,medio,si,4,medio,bajo,privado,neutral,4,no,universidad,cercano,mujer,71
26,98,elevado,bajo,no,4,88,bajo,si,1,medio,elevado,publico,neutral,1,no,universidad,moderado,mujer,72
8,73,medio,elevado,si,4,80,bajo,si,0,bajo,elevado,publico,neutral,4,no,universidad,moderado,hombre,62
20,91,elevado,bajo,si,7,82,medio,si,0,medio,bajo,publico,neutral,4,no,universidad,cercano,hombre,70
27,94,medio,elevado,no,9,63,elevado,si,0,bajo,medio,publico,neutral,4,no,universidad,cercano,mujer,72
19,77,bajo,medio,si,4,55,medio,si,0,medio,bajo,publico,positivo,4,no,universidad,moderado,hombre,64
24,75,elevado,bajo,si,8,77,elevado,si,1,bajo,medio,privado,negativo,1,no,universidad,moderado,hombre,66
22,90,bajo,medio,si,9,81,medio,si,0,medio,bajo,publico,neutral,4,no,preparatoria,cercano,hombre,69
22,97,elevado,medio,no,7,98,elevado,si,0,medio,bajo,publico,negativo,0,no,universidad,moderado,mujer,71
18,90,medio,bajo,no,8,84,elevado,si,2,bajo,elevado,privado,positivo,3,no,preparatoria,moderado,hombre,68
13,69,medio,bajo,si,7,72,bajo,si,2,elevado,medio,publico,positivo,2,no,preparatoria,moderado,mujer,63
13,96,medio,elevado,si,7,100,medio,no,4,medio,elevado,publico,negativo,3,no,preparatoria,cercano,hombre,71
24,76,elevado,bajo,si,8,69,bajo,si,3,bajo,medio,privado,negativo,1,no,preparatoria,,hombre,65
20,83,bajo,elevado,si,10,58,medio,si,0,bajo,elevado,publico,neutral,1,no,preparatoria,cercano,mujer,66
19,93,bajo,bajo,si,6,81,medio,si,2,elevado,medio,privado,positivo,3,si,universidad,moderado,mujer,68
17,68,medio,bajo,si,7,63,medio,no,0,bajo,medio,publico,neutral,3,no,preparatoria,moderado,hombre,61
18,91,bajo,elevado,no,6,96,medio,si,2,bajo,medio,privado,positivo,3,no,posgrado,cercano,hombre,71
26,84,medio,elevado,si,7,71,medio,si,0,medio,bajo,publico,neutral,2,no,preparatoria,cercano,mujer,70
18,96,elevado,bajo,no,7,57,bajo,si,1,bajo,medio,publico,negativo,3,no,preparatoria,moderado,mujer,66
